Feature,F-score
hormone_level_abnormality,282.4833346023466
infertility_hormone_interact,179.92308686671316
irregular_pain_combo,143.50344047089752
pain_binned,104.75148290570215
infertility,83.73603506343657
menstrual_irregularity,75.15421570673347
bmi_binned,64.13943483507893
age_binned,0.563619077114104
